web_scraper_order,web_scraper_start_url,container_volaille,Details,Prix,Adresse,Image_lien,price_cfa,city,title_len
1771110140-1,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-manteau-4167562,Pigeons voyageurs  manteau,15 000 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4167562_uploaded_image1_1680885216.jpg,15000.0,Thies,26
1771110143-2,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-4167567,Pigeons voyageurs,15 000 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4167567_uploaded_image1_1680885294.jpg,15000.0,Thies,17
1771110146-3,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4167601,Pigeons,150 000 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_5486667_uploaded_image1_1755797873.jpg,150000.0,Thies,7
1771110149-4,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-hollandais-4170233,Poule hollandais,8 000 CFA,"Touba, Sénégal",https://images.coinafrique.com/thumb_4170233_uploaded_image2_1681079258.jpeg,8000.0,Touba,16
1771110154-5,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-4172814,Poulet de chair,3 500 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4172814_uploaded_image1_1681236734.jpg,3500.0,Cambérène,15
1771110159-6,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-lahore-4177942,Pigeons Lahore,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4177942_uploaded_image1_1681563067.jpg,15000.0,Dakar,14
1771110163-7,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-de-pomeranie-4178980,Pigeon Boulant de poméranie,13 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4178981_uploaded_image1_1681650331.jpg,13000.0,Mariste,27
1771110166-8,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-de-pomeranie-4178981,Pigeon Boulant de poméranie,20 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4178981_uploaded_image1_1681650331.jpg,20000.0,Mariste,27
1771110170-9,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-padda-de-java-4191356,Pigeon Padda de java,20 000 CFA,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4191356_uploaded_image1_1682522033.jpg,20000.0,Point E,20
1771110174-10,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-texan-4193114,Pigeon Texan,70 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4193114_uploaded_image1_1682634328.jpg,70000.0,Mbour,12
1771110178-11,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-metisage-4194884,Lapin metisage,Prix sur demande,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4194884_uploaded_image1_1682776235.jpg,,Mariste,14
1771110183-12,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-4195833,Lapereau,15 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4244917_uploaded_image1_1686063555.jpg,15000.0,Mariste,8
1771110188-13,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-4198961,Pigeon,20 000 CFA,"Gueule Tapée, Dakar, Sénégal",https://images.coinafrique.com/thumb_4198961_uploaded_image1_1683046102.jpg,20000.0,Gueule Tapée,6
1771110191-14,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-manteau-opale-4202860,Pigeons manteau opale,6 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4202860_uploaded_image1_1683234964.jpg,6000.0,Mariste,21
1771110194-15,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cailleteaux-4205412,Cailleteaux,250 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_4205412_uploaded_image1_1683385484.jpg,250.0,Thies,11
1771110200-16,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-4207913,Lapin géant,50 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg,50000.0,Niaga,11
1771110205-17,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapins-4208070,Couple lapins,Prix sur demande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4408360_uploaded_image1_1696785290.jpg,,Mbao,13
1771110209-18,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-brahman-hermines-4212808,Poulets brahman herminés,135 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4212808_uploaded_image1_1683879589.jpg,135000.0,Dakar,24
1771110241-19,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-chair-bleu-hollandais-4221943,Poussins de chair - bleu hollandais,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4221943_uploaded_image2_1684477934.jpeg,,Dakar,35
1771110245-20,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4222721,Pigeon voyageur,7 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5323552_uploaded_image1_1747045029.jpg,7000.0,Ouakam,15
1771110248-21,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4222723,Pigeon voyageur,7 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5323552_uploaded_image1_1747045029.jpg,7000.0,Ouakam,15
1771110255-22,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-brun-4230459,Pigeon mondain brun,500 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4230459_uploaded_image1_1685044108.jpg,500000.0,Dakar,19
1771110258-23,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-gris-de-touraine-4230722,Lapin Gris de Touraine,35 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4230722_uploaded_image1_1685059185.jpg,35000.0,Dakar,22
1771110263-24,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapine-4235319,Lapine,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg,,Niaga,6
1771110267-25,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondains-4240446,Pigeons Mondains,50 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4240446_uploaded_image1_1685727771.jpg,50000.0,Dakar,16
1771110273-26,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahmans-4243414,Poussins Brahmans,30 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4243414_uploaded_image1_1685971475.jpg,30000.0,Keur Massar,17
1771110278-27,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4244917,Lapereaux,45 000 CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4244917_uploaded_image1_1686063555.jpg,45000.0,Mariste,9
1771110282-28,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-californien-4248635,Lapin californien,Prix sur demande,"Saly, Sénégal",https://images.coinafrique.com/thumb_4248635_uploaded_image1_1686257041.jpg,,Saly,17
1771110286-29,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapines-4249408,Lapines,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg,,Niaga,7
1771110289-30,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cochin-4255246,Poussins cochin,7 500 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4255246_uploaded_image1_1686680990.jpg,7500.0,Pikine,15
1771110292-31,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-bleu-hollandais-4224766,Poule Bleu Hollandais,7 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4224766_uploaded_image3_1684691526.jpeg,7000.0,Mbao,21
1771110295-32,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4268327,Lapin,30 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg,30000.0,Niaga,5
1771110300-33,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4268955,Lapereaux,10 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4433087_uploaded_image1_1698427048.jpg,10000.0,Niaga,9
1771110304-34,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulan-4277890,Pigeon Boulan,45 000 CFA,"Louga, Sénégal",https://images.coinafrique.com/thumb_4277905_uploaded_image1_1688318584.jpg,45000.0,Louga,13
1771110309-35,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulan-4277905,Pigeon Boulan,15 000 CFA,"Louga, Sénégal",https://images.coinafrique.com/thumb_4277905_uploaded_image1_1688318584.jpg,15000.0,Louga,13
1771110314-36,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-4283570,Poulets de chair,4 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4283570_uploaded_image1_1688648209.jpg,4000.0,Keur Massar,16
1771110318-37,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-messager-4286623,Pigeon Messager,25 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4286623_uploaded_image1_1688830929.jpg,25000.0,Rufisque,15
1771110322-38,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4287411,Lapins,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4509856_uploaded_image1_1703213564.jpg,,Dakar,6
1771110325-39,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4287413,Pigeons,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5674944_uploaded_image1_1765881198.jpg,,Dakar,7
1771110329-40,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-bleu-holland-4287658,Poulets  bleu Holland,6 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4287658_uploaded_image1_1688923156.jpg,6000.0,Rufisque,21
1771110331-41,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-loutre-4289564,Lapin nain Loutre,30 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4289564_uploaded_image1_1689066044.jpg,30000.0,Ouakam,17
1771110336-42,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahmanes-4290482,Poussins Brahmanes,30 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4290482_uploaded_image1_1689101216.jpg,30000.0,Rufisque,18
1771110340-43,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4296184,Lapin,80 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4509856_uploaded_image1_1703213564.jpg,80000.0,Dakar,5
1771110344-44,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4298076,Lapin,15 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4298076_uploaded_image1_1689619080.jpg,15000.0,Ouakam,5
1771110347-45,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4302356,Lapin,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg,,Niaga,5
1771110351-46,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-4302571,Poules,Prix sur demande,"Thies, Sénégal",https://images.coinafrique.com/thumb_5344600_uploaded_image1_1748179147.jpg,,Thies,6
1771110354-47,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4312499,Lapin,40 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg,40000.0,Niaga,5
1771110358-48,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-chair-4323837,Poussins de chair,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4323837_uploaded_image1_1691274033.jpg,,Dakar,17
1771110362-49,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4324644,Lapereaux,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4433087_uploaded_image1_1698427048.jpg,,Niaga,9
1771110365-50,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4333705,Lapereaux,10 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4433087_uploaded_image1_1698427048.jpg,10000.0,Niaga,9
1771110373-51,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4336471,Lapins,Prix sur demande,"Niaga, Sénégal",,,Niaga,6
1771110376-52,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4337664,Lapin,Prix sur demande,"Niaga, Sénégal",,,Niaga,5
1771110381-53,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-papillon-4347215,Lapin   Papillon,90 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4347215_uploaded_image1_1692800912.jpg,90000.0,Rufisque,16
1771110384-54,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4359251,Lapin,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg,,Niaga,5
1771110388-55,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-de-race-4368566,Pigeons de race,350 000 CFA,"Cambérène, Dakar, Sénégal",,350000.0,Cambérène,15
1771110391-56,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4368816,Lapin,10 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5693264_uploaded_image1_1766935865.jpg,10000.0,Parcelle Assainies,5
1771110394-57,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-hermine-4369295,Poule Brahman herminé,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4369295_uploaded_image1_1694214443.jpg,,Keur Massar,21
1771110403-58,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4384422,Lapins,20 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg,20000.0,Niaga,6
1771110408-59,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-4389249,Poule Brahma,25 000 CFA,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_4389249_uploaded_image1_1695564020.jpg,25000.0,Medina,12
1771110413-60,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-4399877,Poussins,26 500 CFA,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5080703_uploaded_image1_1733571477.jpg,26500.0,Pikine,8
1771110417-61,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4406771,Pigeon voyageur,8 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5642510_uploaded_image1_1764173213.jpg,8000.0,Rufisque,15
1771110420-62,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4406776,Pigeon voyageur,8 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5642510_uploaded_image1_1764173213.jpg,8000.0,Rufisque,15
1771110424-63,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4408360,Lapin,35 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4408360_uploaded_image1_1696785290.jpg,35000.0,Mbao,5
1771110428-64,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-4418898,Pigeon,2 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4561395_uploaded_image1_1706128448.jpg,2000.0,Grand Yoff,6
1771110432-65,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4418908,Pigeon voyageur,5 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4418928_uploaded_image1_1697461664.jpg,5000.0,Grand Yoff,15
1771110436-66,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4418917,Pigeons,3 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4561395_uploaded_image1_1706128448.jpg,3000.0,Grand Yoff,7
1771110442-67,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageur-de-competition-4418928,Pigeons voyageur de compétition,15 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4418928_uploaded_image1_1697461664.jpg,15000.0,Grand Yoff,31
1771110445-68,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochons-dinde-4425812,Cochons d'Inde,15 000 CFA,"Keur Massar, Sénégal",,15000.0,Keur Massar,14
1771110450-69,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-4425850,Lapereau,10 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4433087_uploaded_image1_1698427048.jpg,10000.0,Niaga,8
1771110453-70,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-4433087,Lapereau,10 000 CFA,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4433087_uploaded_image1_1698427048.jpg,10000.0,Niaga,8
1771110458-71,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4434579,Lapins,Prix sur demande,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4434579_uploaded_image1_1698581736.jpg,,Rufisque,6
1771110461-72,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4435893,Lapin,Prix sur demande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg,,Niaga,5
1771110466-73,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coqs-4444985,Coqs,Prix sur demande,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4444985_uploaded_image1_1699208691.jpg,,Ouakam,4
1771110471-74,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4453957,Lapin,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5514578_uploaded_image2_1757331557.jpeg,,Keur Massar,5
1771110474-75,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-lapin-demi-sang-cage-4464349,Femelle lapin demi sang + cage,40 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4464349_uploaded_image1_1700417993.jpg,40000.0,Guediawaye,30
1771110478-76,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-4471579,Pigeon Lahor,40 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4471579_uploaded_image1_1700864120.jpg,40000.0,Mbour,12
1771110481-77,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-king-blanc-4471585,Pigeon King Blanc,75 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg,75000.0,Mbour,17
1771110485-78,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-male-4473399,Lapin Angora male,18 000 CFA,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4473413_uploaded_image1_1701020741.jpg,18000.0,Diamniadio,17
1771110488-79,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-male-4473413,Lapin Angora male,8 000 CFA,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4473413_uploaded_image1_1701020741.jpg,8000.0,Diamniadio,17
1771110500-80,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4490937,Lapin,Prix sur demande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4490937_uploaded_image1_1702037014.jpg,,Yoff,5
1771110505-81,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapin-francais-4505989,Couple lapin français,40 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4505989_uploaded_image1_1702996795.jpg,40000.0,Dakar,21
1771110509-82,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapereau-4505997,Couple lapereau,40 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4505997_uploaded_image1_1702997024.jpg,40000.0,Dakar,15
1771110515-83,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-4509252,Poulet de chair,3 500 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4509252_uploaded_image1_1703175319.jpg,3500.0,Dakar,15
1771110520-84,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapin-4509856,Couple lapin,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4509856_uploaded_image1_1703213564.jpg,,Dakar,12
1771110540-85,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-fauve-male-4512680,Lapin fauve male,80 000 CFA,"Mariste, Dakar, Sénégal",,80000.0,Mariste,16
1771110547-86,https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2,https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-4513662,Pigeon,Prix sur demande,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5497155_uploaded_image1_1756393487.jpg,,Ouakam,6
